GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age
P100000120411,Ningxia Xinghua Iron and Steel Co Ltd,Ningxia Xinghua Iron and Steel Co Ltd,China,Asia Pacific,39.309571,106.79093,1500.0,4.22
P100000120859,Nippon Chonburi steel plant,G J Steel PCL,Thailand,Asia Pacific,13.054668,101.078842,1500.0,31.0
P100000120664,Nippon East Japan Works (Kashima) steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.93437,140.681019,3432.0,58.0
P100000120659,Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.360912,139.881953,10001.0,61.0
P100000120666,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Nippon Steel Corp,Japan,Asia Pacific,34.233519,135.135443,3043.0,84.0
P100000120662,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.260829,131.645527,9999.0,54.72
P100000120665,"Nippon Kyushu Works (Yawata Area, Kokura) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.89771,130.882435,,69.0
P100000120663,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.911803,130.838014,0.0,125.0
P100000120661,Nippon Nagoya steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.027575,136.870552,6000.0,65.0
P100000120858,Nippon Rayong Steel plant,G Steel PCL,Thailand,Asia Pacific,12.793786,101.244592,1800.0,27.0
P100000120667,Nippon Sanyo Special Steel,Sanyo Special Steel Co Ltd,Japan,Asia Pacific,34.788074,134.672046,1596.0,91.0
P100000120658,Nippon Setouchi Works (Hirohata Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,34.786879,134.625301,720.0,87.0
P100000120657,Nippon Setouchi Works (Kure Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,34.221172,132.540104,,72.74
P100001041253,Nippon Stainless Steel Yamaguchi Works (Hikari Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,33.964661,131.935403,500.0,71.0
P100001041252,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,34.059009,131.777221,866.0,68.0
P100000120976,NLMK Indiana steel plant,NLMK Indiana LLC,United States,North America,41.625912,-87.159989,770.0,34.0
P100000120808,NLMK Lipetsk steel plant,Novolipetsk Steel PJSC,Russia,Eurasia,52.557372,39.629574,14400.0,92.0
P100000121250,NLMK Stoilensky iron plant,Stoylenskiy Gorno-Obogatitel'nyi Kombinat JSC,Russia,Eurasia,51.243964,37.783498,,
P100000120548,NMDC Karnataka steel plant,NMDC Steel Ltd,India,Asia Pacific,15.186288,76.916591,,
P100000120523,NMDC Nagarnar steel plant,NMDC Steel Ltd,India,Asia Pacific,19.0931901,82.17,3000.0,2.47
P100000120936,North American Stainless Ghent steel plant,North American Stainless Inc,United States,North America,38.725418,-85.076015,1600.0,36.0
P100000120660,North Nippon Muroran Works steel plant,Nippon Steel Corp,Japan,Asia Pacific,42.341873,140.997803,2200.0,117.0
P100001064486,North West Steel Industries Ariq plant,North West Steel Industries Co,Iran,Middle East,37.127089,46.17345,800.0,9.0
P100000120420,Nová Hut Ostrava steel plant,Nová Huť sro,Czech Republic,Europe,49.792139,18.309875,,74.0
P100000121234,Novasco Hagondange steel plant,Novasco BV,France,Europe,49.241492,6.152631,,113.83
P100000121158,Novorossiysk Rolling Plant Rostov,Novorossiysk Rolling Plant LLC,Russia,Eurasia,47.740457,40.189445,830.0,19.0
P100000120895,Nu-Iron Unlimited Point Lisas DRI plant,Nu-Iron Unlimited,Trinidad and Tobago,Central & South America,10.399138,-61.486326,0.0,19.14
P100000120938,Nucor Steel Berkeley plant,Nucor Corp,United States,North America,33.004319,-79.880955,2956.0,30.0
P100000121155,Nucor Steel Birmingham plant,Nucor Corp,United States,North America,33.545535,-86.805393,500.0,43.0
P100000120953,Nucor Steel Brandenburg plant,Nucor Corp,United States,North America,37.9999454,-86.1398738,1450.0,4.0
P100000120939,Nucor Steel Crawfordsville plant,Nucor Corp,United States,North America,39.976379,-86.830727,2304.0,37.0
P100000120940,Nucor Steel Darlington plant,Nucor Corp,United States,North America,34.375628,-79.895165,910.0,57.0
P100000120945,Nucor Steel Decatur plant,Nucor Steel Decatur LLC,United States,North America,34.63963,-87.085738,3100.0,29.0
P100000120946,Nucor Steel Gallatin plant,Nucor Corp,United States,North America,38.759878,-84.996204,2722.0,31.0
P100000120941,Nucor Steel Hertford plant,Nucor Corp,United States,North America,36.353006,-76.811471,1542.0,26.0
P100000120942,Nucor Steel Hickman plant,Nucor Corp,United States,North America,35.901162,-89.77619,2450.0,34.0
P100000120948,Nucor Steel Jewett plant,Nucor Corp,United States,North America,31.351853,-96.165436,907.0,51.0
P100000120947,Nucor Steel Kankakee plant,Nucor Steel Kankakee Inc,United States,North America,41.180734,-87.856196,794.0,65.0
P100000121000,Nucor Steel Kingman plant,Nucor Steel Kingman LLC,United States,North America,35.143192,-114.089568,572.0,0.39
P100000120987,Nucor Steel Louisiana,Nucor Steel Louisiana LLC,United States,North America,30.076693,-90.859953,0.0,13.0
P100000120944,Nucor Steel Memphis plant,Nucor Steel Memphis Inc,United States,North America,35.048395,-90.163033,891.0,18.0
P100000120943,Nucor Steel Norfolk plant,Nucor Corp,United States,North America,42.078908,-97.360854,1088.0,47.0
P100000121221,Nucor Steel Pacific Northwest steel plant,Nucor Corp,United States,North America,47.569597,-122.367395,,
P100000120951,Nucor Steel Plymouth plant,Nucor Corp,United States,North America,41.882789,-112.196743,908.0,45.0
P100000120952,Nucor Steel Seattle plant,Nucor Steel Seattle Inc,United States,North America,47.569597,-122.367395,855.0,122.0
P100000120950,Nucor Steel Tuscaloosa plant,Nucor Steel Tuscaloosa Inc,United States,North America,33.234761,-87.508498,1200.0,41.0
P100000120988,Nucor Steel West Virginia steel plant,Nucor Corp,United States,North America,38.647729,-82.175875,,
P100000120949,Nucor-Yamato Steel Blytheville plant,Nucor Yamato Steel Co,United States,North America,35.941421,-89.713819,3174.0,38.0
P100000120831,OMK Vyksa Casting and Rolling Complex,Vyksunskiy Metallurgicheskiy Zavod AO,Russia,Eurasia,55.382815,42.188954,1400.0,268.99
P100000120975,Optimus Steel Beaumont plant,Optimus Steel LLC,United States,North America,30.08201,-94.074694,750.0,50.0
P100000120631,Ori Martin Brescia steel plant,ORI Martin - Acciaieria e Ferriera di Brescia SpA,Italy,Europe,45.566054,10.2147,650.0,93.0
P100000120930,Orion Pueblo steel plant,Orion Steel Group LLC,United States,North America,38.22577,-104.607895,1100.0,145.0
P100000120060,Orion Regina Steel plant,Orion Steel Group LLC,Canada,North America,50.51499,-104.630589,1300.0,65.0
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,22.364258,87.309047,550.0,5.0
P100000121187,Orissa Metaliks Kharagpur steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,22.378355,87.281773,900.0,9.0
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,21.856747,83.966244,600.0,18.0
P100000120563,Orissa Sponge Iron and Steel plant,Orissa Sponge Iron and Steel Ltd,India,Asia Pacific,21.801994,85.56751,101.0,31.0
P100000121189,Orissa Steel and Power Jhargram steel plant,Orissa Steel & Power Pvt Ltd,India,Asia Pacific,22.3591,87.017184,,
P100000120677,Osaka Steel Sakai Works,Osaka Steel Co Ltd,Japan,Asia Pacific,34.59822,135.45439,4650.0,76.0
P100000120799,Otelu Rosu steel plant,UMB Steel SRL,Romania,Europe,45.512949,22.339896,,230.0
P100000120849,Outokumpu Avesta steel plant,Outokumpu Stainless AB,Sweden,Europe,60.148821,16.172808,500.0,96.0
P100000120954,Outokumpu Stainless USA steel plant,Outokumpu Stainless USA LLC,United States,North America,31.148179,-87.98866,1000.0,19.0
P100000120469,Outokumpu Tornio steel plant,Outokumpu Stainless AB,Finland,Europe,65.767115,24.176472,1200.0,50.0
P100000120848,Ovako Hofors steel plant,Ovako AB,Sweden,Europe,60.548682,16.302815,500.0,110.0
P100000120470,Ovako Imatra steel plant,Ovako AB,Finland,Europe,61.149466,28.798774,575.0,91.0
P100000120883,Ozkan Iron and Steel Aliaga plant,Ozkan Demir Celik Sanayi AŞ,Türkiye,Europe,38.737005,26.950824,1200.0,16.0
P100000121198,Ozmert Algeria steel plant,Ozmert Algeria SARL,Algeria,Africa,35.47858,-0.62139,390.0,3.0
P100000120781,Pakistan Steel Mills Karachi,Pakistan Steel Mills Corp Pvt Ltd,Pakistan,Asia Pacific,24.809977,67.35244,,43.41
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,China,Asia Pacific,31.763517,104.761441,669.0,36.76
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,China,Asia Pacific,26.565265,101.673737,5900.0,61.0
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,China,Asia Pacific,27.74799,102.20517,3900.0,14.66
P100000120774,Panhua Group Mindanao steel plant,Panhua Group Co Ltd,Philippines,Asia Pacific,8.526666,124.755711,,
P100000120775,Panhua Group Sarangani steel plant,Panhua Group Co Ltd,Philippines,Asia Pacific,5.86655,125.078751,2000.0,0.0
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,China,Asia Pacific,43.196537,126.00063,1100.0,15.96
P100000120586,Pasargad Steel Complex Fars,Pasargad Steel Complex Co,Iran,Middle East,29.191019,52.845405,1500.0,13.0
P100000120017,Pavgord Zenica steel plant,Pavgord doo,Bosnia and Herzegovina,Europe,44.224446,17.899815,1940.0,134.0
P100000120745,Perfect Channel Gurun steel plant,Perfect Channel Sdn Bhd,Malaysia,Asia Pacific,5.778871,100.49907,,
P100001064435,Persian Gulf Negin Steel Khaf plant,Persian Gulf Negin Steel,Iran,Middle East,34.475932,60.292146,,
P100000120610,Persian Gulf Saba Steel,Persian Gulf Saba Steel,Iran,Middle East,27.189076,56.105633,0.0,9.0
P100000120804,Pervouralsk Pipe Plant,Chelyabinskiy Truboprokatnyi Zavod JSC,Russia,Eurasia,56.90205,59.992198,950.0,92.0
P100000120741,Perwaja Kemaman Steel plant,Perwaja Steel Sdn Bhd,Malaysia,Asia Pacific,4.264364,103.461728,,42.0
P100001061348,PGS Geraldton Green Iron Plant,Progressive Green Solutions JV,Australia,Asia Pacific,-28.70725,114.900163,,
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,China,Asia Pacific,27.64555,113.902126,2650.0,72.0
P100000120627,Pittini Acciaierie di Verona steel plant,Acciaierie di Verona SpA,Italy,Europe,45.42882,11.000861,1250.0,124.0
P100000120628,Pittini Ferriere Nord Osoppo steel plant,Ferriere Nord SpA,Italy,Europe,46.232199,13.079104,2200.0,51.0
P100000120629,Pittini Siderpotenza Potenza steel plant,Siderpotenza SpA,Italy,Europe,40.639356,15.827842,700.0,63.0
P100000121013,Pomina Steel 3 Phu My plant,Pomina Steel JSC,Vietnam,Asia Pacific,10.577042,107.040324,1000.0,14.0
P100000121012,Pomina Steel Phu My plant,Pomina Steel JSC,Vietnam,Asia Pacific,10.601568,107.045491,500.0,27.0
P100000120699,POSCO Gwangyang steel plant,POSCO Holdings Inc,South Korea,Asia Pacific,34.920086,127.74865,22999.0,39.0
P100000120700,POSCO Pohang steel plant,POSCO Holdings Inc,South Korea,Asia Pacific,36.00931,129.394508,18758.0,53.0
P100000121161,POSCO Port Hedland Iron Project,Port Hedland Iron Pty Ltd,Australia,Asia Pacific,-20.395832,118.537975,,
P100000121020,POSCO Vietnam Phu My steel plant,Posco Vietnam Co Ltd,Vietnam,Asia Pacific,10.560316,107.02684,1000.0,11.0
P100000120206,Posco Zhangjiagang Stainless Steel Co Ltd,Guangdong Guangqing Metal Technology Co Ltd,China,Asia Pacific,31.980237,120.571455,1100.0,19.59
P100000120558,Prakash Industries Janjgir steel plant,Prakash Industries Ltd,India,Asia Pacific,22.004694,82.671666,1190.0,33.0
P100000121190,Prakash Sponge Iron and Power Challakere steel plant,Prakash Sponge Iron and Power Pvt Ltd,India,Asia Pacific,14.152912,76.665824,0.0,
P100000120755,Premium Steel Warri plant,Premium Steel and Mines Ltd,Nigeria,Africa,5.480763,5.769839,,44.0
P100000120809,Promsort Kaluga steel plant,Promsort LLC,Russia,Eurasia,55.233675,36.679192,1500.0,13.0
P100000120810,Promsort Ural steel plant,Promsort LLC,Russia,Eurasia,56.849666,59.908414,2000.0,21.0
P100001049317,PT Ispat Indo steel plant,LNM Group,Indonesia,Asia Pacific,-7.3551286,112.7037297,700.0,50.0
P100001061892,PT Xinheng Metal Morowali steel plant,PT Xinheng Metal Indonesia,Indonesia,Asia Pacific,-2.830574,122.157448,,
P100000120710,Qarmet steel plant,Qazaqstan Steel Group LLP,Kazakhstan,Eurasia,50.031766,72.994863,6000.0,66.0
P100000120712,QazSpetsSteel Aktobe steel plant,QazSpetsSteel LLC,Kazakhstan,Eurasia,50.286408,57.168382,,
P100000120594,Qeshm Steel Development Hormuzgan plant,Qeshm Steel Development Co,Iran,Middle East,26.826494,55.957708,,
P100000120110,Qian an Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd,China,Asia Pacific,39.952209,118.559444,7079.0,24.0
P100000120100,Qian an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd,China,Asia Pacific,40.044026,118.552001,1500.0,22.0
P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,China,Asia Pacific,35.6296,119.722335,4170.0,13.0
P100001063756,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,China,Asia Pacific,40.427008,119.219855,1350.0,15.87
P100000120372,Qinhuangdao Baigong Steel Co Ltd,Qinhuangdao Baigong Steel Co Ltd,China,Asia Pacific,39.748773,118.819472,2260.0,20.0
P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd,China,Asia Pacific,39.700721,118.871477,3450.0,24.0
P100001064261,Qinyang Hongda Iron & Steel Co Ltd,Qinyang Hongda Iron & Steel Co Ltd,China,Asia Pacific,35.184849,112.902248,500.0,23.0
P100000120304,Quzhou Yuanli Metal Products Co Ltd,Quzhou Yuanli METAL Products Co Ltd,China,Asia Pacific,28.893407,118.867125,0.0,35.0
P100000120837,Rajhi Al Assemah Steel Jeddah plant,Rajhi Steel Industries Co Ltd,Saudi Arabia,Middle East,21.290402,39.183444,850.0,20.0
P100000120553,Ramsarup Industries Kharagpur steel plant,Ramsarup Industries Ltd,India,Asia Pacific,22.977477,88.457443,0.0,19.0
P100001025938,Rashmi Green Hydrogen Steel Kharagpur steel plant,Rashmi Green Hydrogen Steel Pvt Ltd,India,Asia Pacific,22.331489,87.398085,,
P100000120556,Rashmi Metaliks Jamuria steel plant,Rashmi Metaliks Ltd,India,Asia Pacific,23.706343,87.07774,,
P100000120555,Rashmi Metaliks Kharagpur steel plant,Rashmi Metaliks Ltd,India,Asia Pacific,22.360664,87.295932,498.0,22.0
P100000120955,Republic Steel Canton plant,Republic Steel Corp,United States,North America,40.804114,-81.334002,,140.0
P100000120956,Republic Steel Lorain steel plant,Republic Steel Corp,United States,North America,41.450358,-82.131125,,126.0
P100000120531,RINL Vizag Steel plant,Rashtriya Ispat Nigam Ltd,India,Asia Pacific,17.612846,83.191918,7300.0,37.0
P100000120064,Rio Tinto Fer et Titane steel plant,Rio Tinto Iron and Titanium Canada Inc,Canada,North America,46.044367,-73.138474,600.0,76.0
P100000120641,Riva Acciaio Caronno Pertusella steel plant,Riva Acciaio SpA,Italy,Europe,45.598187,9.035447,780.0,69.0
P100000120642,Riva Acciaio Lesegno steel plant,Riva Acciaio SpA,Italy,Europe,44.388023,7.944998,600.0,65.0
P100000120481,Riva Alpa Gargenville steel plant,ALPA - Aciéries et Laminoirs de Paris SAS,France,Europe,48.983515,1.76245,700.0,52.0
P100000120430,Riva Brandenburg Electric Steel Works,BES Brandenburger Elektrostahlwerke GmbH,Germany,Europe,52.402617,12.496135,1800.0,114.0
P100000120431,Riva Hennigsdorfer Electric Steel Works,HES Hennigsdorfer Elektrostahlwerke GmbH,Germany,Europe,52.650903,13.212683,1000.0,109.0
P100000120720,Riva Industries Jorf Lasfar steel plant,Riva Industries,Morocco,Africa,33.165438,-8.5883,800.0,5.0
P100000120480,Riva Iton Seine Bonnieres Sur Seine steel plant,Iton Seine SAS,France,Europe,49.033678,1.561022,550.0,110.0
P100000120478,Riva Sam Montereau steel plant,Sam Montereau SAS,France,Europe,48.387211,2.981091,720.0,53.0
P100000120479,Riva Sam Neuves-Maisons steel plant,Societe des Aciers d'Armature pour le Beton SAS,France,Europe,48.611482,6.111864,850.0,154.0
P100000120457,Riva Siderurgica Sevillana steel plant,Siderurgica Sevillana SA,Spain,Europe,37.362968,-5.886865,1300.0,72.0
P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,China,Asia Pacific,35.16535,119.366672,11300.0,22.77
P100001025819,Rungta Mines Chaliyama steel plant,Rungta Mines Ltd,India,Asia Pacific,22.588359,85.905724,696.0,
P100000120569,Rungta Mines Dhenkanal steel plant,Rungta Mines Ltd,India,Asia Pacific,20.764524,85.299318,206.0,5.0
P100000121186,Rungta Mines Kamanda steel plant,Rungta Mines Ltd,India,Asia Pacific,21.928511,85.223988,347.0,
P100000121185,Rungta Mines Karakhendra steel plant,Rungta Mines Ltd,India,Asia Pacific,22.140174,85.414616,126.0,0.0
P100001025818,Rungta Mines Karakolha sponge iron plant,Rungta Mines Ltd,India,Asia Pacific,22.13237,85.417031,0.0,20.0
P100000120477,Saarstahl Ascoval Saint-Saulve steel plant,Saarstahl AG,France,Europe,50.398171,3.561712,730.0,51.0
P100000120432,Saarstahl Völklingen steel plant,Saarstahl AG,Germany,Europe,49.247635,6.848662,,153.0
P100000121245,Sabalan Iron and Steel Complex,Daric Investment Holding Co,Iran,Middle East,38.50168,47.757969,,
P100000120833,SABIC Hadeed Al Jubail steel plant,Saudi Iron and Steel Co,Saudi Arabia,Middle East,27.018411,49.576356,6000.0,47.0
P100000120602,Sabzevar Steel Complex Razavi Khorasan,Sabzevar Pars Steel Complex,Iran,Middle East,36.58952,57.571719,0.0,8.0
P100000121243,Saeb Steel Complex,Daric Investment Holding Co,Iran,Middle East,37.45507,45.944322,,
P100000120549,SAIL Alloy steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.522882,87.275935,501.0,61.13
P100000120525,SAIL Bhilai steel plant,Steel Authority of India Ltd,India,Asia Pacific,21.185157,81.394207,6999.0,67.0
P100000120526,SAIL Bokaro steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.671677,86.10687,4652.0,54.0
P100000120527,SAIL Durgapur steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.54843,87.245247,2499.0,67.0
P100000120524,SAIL IISCO steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.673236,86.926179,2499.0,108.0
P100000120550,SAIL Paradip steel plant,Steel Authority of India Ltd,India,Asia Pacific,20.317455,86.609001,,
P100001081803,SAIL Ranchi DRI plant,Steel Authority of India Ltd,India,Asia Pacific,23.3356313803427,85.31236535745192,,
P100000120528,SAIL Rourkela steel plant,Steel Authority of India Ltd,India,Asia Pacific,22.210804,84.86895,3282.0,67.0
P100000120424,Salzgitter Flachstahl steel plant,Salzgitter Flachstahl GmbH,Germany,Europe,52.161794,10.409371,,25.0
P100000120433,Salzgitter Peiner Träger Peine steel plant,Peiner Traeger GmbH,Germany,Europe,52.313935,10.258482,1000.0,168.0
P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,China,Asia Pacific,26.261109,117.614709,6799.0,25.0
P100000120615,Sarmad Iron and Steel Complex Abarkouh,Sarmad Iron and Steel Complex Abarkouh,Iran,Middle East,31.222989,53.392728,,
P100000121237,Scaw Metals Group Germiston steel plant,Scaw Metals Group Pty Ltd,South Africa,Africa,-26.273316,28.163761,600.0,102.0
P100000120484,Se.ven GI Cardiff steel plant,Sev.en Global Investments AS,United Kingdom,Europe,51.479757,-3.137056,1200.0,20.0
P100000120701,SeAH Besteel Gunsan steel plant,SeAH Besteel Holdings Corp,South Korea,Asia Pacific,35.968596,126.609524,2101.0,29.0
P100000120702,SeAH Changwon Integrated Special Steel plant,SeAH Changwon Integrated Special Steel Corp,South Korea,Asia Pacific,35.204191,128.604277,1200.0,60.0
P100000120706,SeAH Steel Pohang plant,SeAh Steel Holdings Corp,South Korea,Asia Pacific,35.991176,129.375791,1200.0,48.0
P100000120489,Sentuo Steel Tema plant,Sentuo Steel Ltd,Ghana,Africa,5.691267,-0.001073,800.0,11.0
P100001063496,Setareh Simin Hormoz DRI plant,Setareh Simin Hormoz Co,Iran,Middle East,27.192922,56.114617,,
P100000120760,Sev.en GI Mo i Rana steel plant,Sev.en Global Investments AS,Norway,Europe,66.311519,14.167557,770.0,80.0
P100000120818,Severstal Cherepovets steel plant,Severstal PJSC,Russia,Eurasia,59.143998,37.86295,12201.0,71.0
P100000121056,Shaanxi Hanzhong Iron & Steel Group Company,Shaanxi Hanzhong Iron & Steel Group Co,China,Asia Pacific,33.132446,106.657646,700.0,25.33
P100000120237,Shaanxi Huaxin Special Steel Group Co Ltd,Shaanxi Huaxin Special Steel Group Co Ltd,China,Asia Pacific,34.523278,109.986042,,24.54
P100000120505,Shaanxi Iron and Steel Indonesia plant,Shaanxi Iron and Steel Group Co Ltd,Indonesia,Asia Pacific,-3.404326,105.409279,,
P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,China,Asia Pacific,35.618466,110.575788,3800.0,18.66
P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,China,Asia Pacific,33.323678,106.167206,0.0,22.29
P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,Shangang Group Hanzhong Iron & Steel Co Ltd,China,Asia Pacific,33.133192,106.671859,3000.0,16.65
P100000121164,Shadegan Steel Complex,Shadegan Steel Industry Co,Iran,Middle East,30.565979,48.939846,1000.0,9.0
P100000120162,Shagang Group Anyang Yongxing Special Steel Co Ltd,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,China,Asia Pacific,36.143573,114.149964,2600.0,33.0
P100000121191,Shakambhari Ispat and Power Purulia steel plant,Shakambhari Ispat & Power Ltd,India,Asia Pacific,23.613861,86.789527,660.0,25.0
P100000121244,Shams Iron and Steel Complex Tabriz,Daric Investment Holding Co,Iran,Middle East,37.446675,45.956891,,
P100000120243,Shandong Chuanyang Group Co Ltd,Shandong Chuanyang Group Co Ltd,China,Asia Pacific,36.894784,117.888366,,19.69
P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,China,Asia Pacific,36.308447,117.540425,2700.0,22.63
P100000120241,Shandong Guangfu Group Co Ltd,Shandong Guangfu Group Co Ltd,China,Asia Pacific,36.863145,117.616918,,39.0
P100000121150,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,Shandong Iron and Steel Co Ltd,China,Asia Pacific,36.087717,117.827927,3850.0,5.0
P100000120337,Shandong Iron and Steel Co Ltd Laiwu Branch Xinxing Road,Shandong Iron and Steel Co Ltd,China,Asia Pacific,36.088504,117.850479,,9.75
P100000120312,Shandong Iron and Steel Group Rizhao Co Ltd,Shandong IRON&STEEL Group Rizhao Co Ltd,China,Asia Pacific,35.188969,119.383723,8500.0,17.0
P100000120414,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,Shandong Iron & Steel Group Yongfeng Lingang Corp,China,Asia Pacific,35.137061,119.068319,5400.0,4.69
P100000120238,Shandong Iron and Steel Group Yongfeng Zibo Co Ltd,Shandong Iron Steel Group Yongfeng Zibo Co Ltd,China,Asia Pacific,36.906036,118.111833,,4.74
P100001063692,Shandong Jinguan Metallurgical Technology Co Ltd,Shandong Jinguan Metallurgical Technology Co Ltd,China,Asia Pacific,37.449126,116.396787,2450.0,22.79
P100000120255,Shandong Laigang Yongfeng Steel Co Ltd,Shandong Laigang Yongfeng Steel Corp,China,Asia Pacific,36.7993,116.8026,,19.55
P100000120251,Shandong Longsheng Iron and Steel Co Ltd,Shandong Longsheng Iron and Steel Co Ltd,China,Asia Pacific,36.891189,118.187041,,18.07
P100000120248,Shandong Luli Steel Co Ltd,Shandong Luli Steel Co Ltd,China,Asia Pacific,36.970875,118.955444,1400.0,33.0
P100000120252,Shandong Minyuan Iron and Steel Co Ltd,Shandong Minyuan Steel & Iron Co Ltd,China,Asia Pacific,36.728409,117.426582,,19.7
P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,China,Asia Pacific,36.939125,118.785598,2850.0,23.21
P100001063638,Shandong Taigang Xinhai Stainless Steel Co Ltd,Shandong Taigang Xinhai Stainless Steel Co Ltd,China,Asia Pacific,35.228556,119.084178,1860.0,10.07
P100000120245,Shandong Taishan Steel Group Co Ltd,Shandong Taishan Steel Group Co Ltd,China,Asia Pacific,36.22141,117.627728,,57.0
P100000121146,Shandong Xinhua Special Steel Group Co Ltd,Shandong Xinhua Special Steel Group Co Ltd,China,Asia Pacific,36.256175,116.179833,,18.47
P100000120210,Shanghai Meishan Iron and Steel Co Ltd,Shanghai Meishan Iron & Steel Co Ltd,China,Asia Pacific,31.902969,118.61667,7600.0,57.0
P100000120270,Shanxi Changxin Industrial Co Ltd,Shanxi Changxin Industry Co Ltd,China,Asia Pacific,36.326589,113.117181,,37.0
P100000121152,Shanxi Dongfang Hengliu Precision Casting Co,Shanxi Dongfang Hengliu Precision Casting Co,China,Asia Pacific,36.080051,111.647754,,16.04
P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,China,Asia Pacific,35.586841,111.258436,2700.0,29.0
P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,China,Asia Pacific,35.701895,110.786826,2300.0,26.81
P100000120406,Shanxi Huaqiang Iron and Steel Co Ltd,Shanxi HUAQIANG Iron and Steel Co Ltd,China,Asia Pacific,35.670848,111.378887,0.0,22.84
P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,China,Asia Pacific,35.605506,110.652056,1150.0,23.12
P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,China,Asia Pacific,35.417405,111.303919,4750.0,25.91
P100000120316,Shanxi Jinnan Iron and Steel Group Co Ltd,Shanxi Jinnan Iron and Steel Group Co Ltd,China,Asia Pacific,35.678541,111.51465,4800.0,12.0
P100000120262,Shanxi Liheng Steel Co Ltd,Shanxi Liheng Iron and Steel Co Ltd,China,Asia Pacific,35.701541,111.42671,,17.0
P100000120308,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,Shanxi Meijin Iron and Steel Co Ltd,China,Asia Pacific,37.571354,112.229791,1700.0,22.32
P100000121151,Shanxi Meijin Iron and Steel Co Ltd Yuanping City,Shanxi Meijin Iron and Steel Co Ltd,China,Asia Pacific,38.7393,112.689086,,
